CpG,Module,Strategy
cg13272644,4467,singleton
cg13804478,4468,singleton
cg13059495,4469,singleton
cg12667125,4470,singleton
cg12636369,4471,singleton
cg12636169,4472,singleton
cg12613383,4473,singleton
cg12604950,4474,singleton
cg12597839,4475,singleton
cg12590902,4476,singleton
cg14994947,4477,singleton
cg15713630,4478,singleton
cg15469272,4479,singleton
cg15393490,4480,singleton
cg15201877,4481,singleton
cg15149095,4482,singleton
cg15112910,4483,singleton
cg15102821,4484,singleton
cg14995214,4485,singleton
cg12582330,4486,singleton
cg14914422,4487,singleton
cg14795752,4488,singleton
cg14522815,4489,singleton
cg14149172,4490,singleton
cg13927566,4491,singleton
cg13893543,4492,singleton
cg13856810,4493,singleton
cg10572355,4494,singleton
cg11120551,4495,singleton
cg11071207,4496,singleton
cg10806711,4497,singleton
cg10785263,4498,singleton
cg10772169,4499,singleton
cg10628205,4500,singleton
cg10589949,4501,singleton
cg10587082,4502,singleton
cg11142333,4503,singleton
cg10567964,4504,singleton
cg10442251,4505,singleton
cg10288510,4506,singleton
cg10221746,4507,singleton
cg10165585,4508,singleton
cg10117719,4509,singleton
cg09900893,4510,singleton
cg11835347,4511,singleton
cg12446246,4512,singleton
cg12278474,4513,singleton
cg12211856,4514,singleton
cg12065799,4515,singleton
cg12065138,4516,singleton
cg11848563,4517,singleton
cg11842415,4518,singleton
cg11836829,4519,singleton
cg15726426,4520,singleton
cg11752769,4521,singleton
cg11736940,4522,singleton
cg11587191,4523,singleton
cg11526866,4524,singleton
cg11393848,4525,singleton
cg11231349,4526,singleton
cg11194994,4527,singleton
cg19936954,4528,singleton
cg20700731,4529,singleton
cg20664247,4530,singleton
cg20607293,4531,singleton
cg20591472,4532,singleton
cg20324858,4533,singleton
cg20247486,4534,singleton
cg20065005,4535,singleton
cg19945840,4536,singleton
cg20746795,4537,singleton
cg19811148,4538,singleton
cg19800670,4539,singleton
cg19510626,4540,singleton
cg19270739,4541,singleton
cg19261426,4542,singleton
cg19095000,4543,singleton
cg18964582,4544,singleton
cg21604358,4545,singleton
cg22112435,4546,singleton
cg22059812,4547,singleton
cg22026450,4548,singleton
cg22007666,4549,singleton
cg21943117,4550,singleton
cg21836358,4551,singleton
cg21809447,4552,singleton
cg21646199,4553,singleton
cg18944010,4554,singleton
cg21524899,4555,singleton
cg21393163,4556,singleton
cg21144928,4557,singleton
cg20959866,4558,singleton
cg20936321,4559,singleton
cg20907051,4560,singleton
cg20822990,4561,singleton
cg16368763,4562,singleton
cg17241310,4563,singleton
cg17168836,4564,singleton
cg17100751,4565,singleton
cg17034109,4566,singleton
cg16899892,4567,singleton
cg16736826,4568,singleton
cg16686396,4569,singleton
cg16371538,4570,singleton
cg17340519,4571,singleton
cg16352283,4572,singleton
cg16103959,4573,singleton
cg16076997,4574,singleton
cg16008966,4575,singleton
cg16003790,4576,singleton
cg15837212,4577,singleton
cg15728320,4578,singleton
cg18133072,4579,singleton
cg18933331,4580,singleton
cg18791730,4581,singleton
cg18765906,4582,singleton
cg18660898,4583,singleton
cg18438853,4584,singleton
cg18343474,4585,singleton
cg18310639,4586,singleton
cg18184411,4587,singleton
cg06946371,4588,singleton
cg18023598,4589,singleton
cg17971578,4590,singleton
cg17827020,4591,singleton
cg17804356,4592,singleton
cg17543296,4593,singleton
cg17508639,4594,singleton
cg17453456,4595,singleton
